date,dom_pax,int_pax,pax,dom_flt,int_flt,flt,dom_rpm,int_rpm,rpm,dom_asm,int_asm,asm,dom_lf,int_lf,lf,fuel_spot_price,transformed_price,monthly_nomial_gdp,monthly_real_gdp
2008-09-01,0.8597513767214631,0.8502838083244937,0.8558535031630834,0.8572417248209696,0.8839985335451206,0.8626068364860906,0.8306057959098867,0.8848445303980985,0.845883302889086,0.7080818235680049,0.8773121707467979,0.762276684336527,0.8195655001951347,0.8257655755015841,0.8340193865356526,3.375,1.3354427692495578,14807.4571889569,16701.0229087763
2008-10-01,0.8918886785347411,0.8553127198688024,0.8842210511164081,0.8859938570152863,0.8916097467477333,0.8892764232082246,0.8577532322521773,0.8820871982297627,0.8625529721811223,0.7383100872374637,0.8739653824126243,0.7780458728420552,0.8675686223494212,0.8236536430834215,0.8676138627008366,2.315,0.895006607774766,14694.5529531256,16566.7600332695
2008-11-01,0.8596109527039406,0.8445794384627829,0.8548490571461826,0.8363794397193907,0.8897940683141976,0.8449524989035258,0.8274023063103604,0.8571489116467821,0.8333266968743898,0.7021701352186476,0.8530819790772526,0.7455165566540742,0.8173539742422272,0.7705536279981898,0.8178196786615323,1.88,0.662381384879275,14700.0679600948,16587.0695069947
2008-12-01,0.8758495502882342,0.8688691252102547,0.8725457971024584,0.8491055984170366,0.9165665194300558,0.8603537463369886,0.8504179248686263,0.8792988139270057,0.8566769839904333,0.7266146803773044,0.8735366742940656,0.7709571670876176,0.8595030571094056,0.8106803439432796,0.8584517328376046,1.375,0.32624529880721775,14430.006086812,16303.4099231829
2009-01-01,0.8408212853352719,0.8641970475487244,0.8420946479543101,0.8390666047434934,0.9249055692504107,0.8528681506320162,0.8178253233584156,0.869948340501471,0.8318398619287048,0.7086805752716767,0.8764373704160375,0.7621317330682071,0.7772863275660207,0.7530547593905567,0.7844907714778913,1.469,0.3959836124036605,14481.0392390196,16350.2253045494
2009-02-01,0.8329008056515477,0.8373934168247326,0.8308890521944692,0.7872770710752235,0.8929043455375374,0.8020836138369543,0.80492563316401,0.8292255432081124,0.8083243641419786,0.6552983937191144,0.8383982604271196,0.710020996874567,0.8096786782880188,0.6854729220093531,0.7899349355995219,1.259,0.23437512319716172,14442.8733948385,16290.0001671807
2009-03-01,0.8951983251855138,0.8797521605557486,0.8907844232315298,0.8754764185948538,0.9394655974444777,0.8872709289154912,0.8682516856156095,0.8774662388419165,0.8679098492692718,0.7509512537087595,0.8780931412118962,0.7877093760825336,0.8852608299726812,0.7848845979785791,0.8702695525162661,1.268,0.24175462927555622,14368.7933660886,16255.4041069263
2009-04-01,0.8877517163680162,0.8753805727645307,0.8837350644014359,0.8577075869508217,0.9254266465706964,0.8693534418292437,0.8611049091280805,0.881391963166827,0.8645257465877414,0.7255932355087094,0.8754755415970967,0.7714246055824727,0.8985299856901261,0.8144516518328558,0.8872659673350153,1.369,0.32165790332015204,14360.2850128183,16253.9442434565
2009-05-01,0.891845648234721,0.8595181533715022,0.8848019826019211,0.877011748677667,0.9078490688637157,0.8836732679785726,0.8647774632669369,0.8825408047429417,0.8673867476743737,0.7408450618907292,0.881941155937688,0.7838816150831214,0.8882528944972032,0.7969527832252227,0.8753153631655822,1.488,0.40961734080416834,14377.7499191003,16278.6231714342
2009-06-01,0.9084449431634773,0.8867766113733158,0.9032073605073272,0.8874851510407709,0.9215374695385061,0.8950252314671481,0.8855648773938594,0.908008059241332,0.8904741518449368,0.7556120538944544,0.8948536725891447,0.799621911779802,0.9406790685573048,0.8844471262633883,0.9355995219758332,1.805,0.6177303508656043,14405.6730681182,16275.5545543668
2009-07-01,0.927407481213077,0.9130566703794383,0.9235995402339832,0.9183663101399464,0.9465459647431684,0.9261990777736138,0.9055956037672024,0.9303309451313337,0.9119844500457148,0.7883927653288403,0.9144411410673747,0.8295702828585707,0.9630545076102512,0.9330215718811284,0.9644137564732439,1.712,0.5601218535519863,14376.2634756338,16261.7228835802
